0,1,2,3,4,5,6,7,8,9
3.4952594e-15,2.1205635e-12,9.197289e-14,1.9916666e-09,1.1895136e-10,4.1633805e-10,1.0,4.834522e-16,2.4402426e-15,3.121271e-16
3.2506728e-18,2.0635369e-17,2.856984e-15,5.8887834e-13,1.3796958e-19,4.1473773e-18,1.6230802e-22,1.2005356e-19,1.0,9.918589e-15
3.5233545e-05,5.4001784e-08,5.3491117e-10,8.332087e-07,1.0480317e-05,5.585583e-05,3.6320125e-09,0.99989736,3.530934e-08,9.7536855e-08
0.0010529668,9.1499875e-05,0.036133923,0.011609757,0.94553876,5.007018e-05,0.0034055808,0.00016045576,9.9697216e-05,0.0018572352
0.99999976,4.173917e-09,8.1196444e-10,3.0097635e-08,8.320707e-08,4.4546283e-08,7.668527e-11,2.8924838e-09,1.5032836e-11,6.8141253e-09
1.6262425e-07,2.3730679e-11,9.026737e-16,5.6682294e-11,2.205604e-13,0.9999962,6.6461403e-13,1.4686957e-11,7.13894e-12,3.6729937e-06
1.5683807e-13,7.8295893e-13,3.757005e-18,4.885522e-13,5.381006e-10,1.8866764e-12,2.1628073e-17,1.0,6.2958663e-15,3.174478e-16
1.8181951e-09,8.75668e-08,3.537556e-06,1.2642194e-08,2.0584272e-09,3.9940794e-08,1.4961736e-10,3.011329e-10,1.3134004e-07,0.9999962
4.0831467e-09,7.6253585e-08,6.7838977e-07,5.4925597e-08,1.1359876e-09,3.6832706e-08,7.2918316e-10,3.324931e-08,3.1941735e-07,0.9999988
0.0049759443,0.0010457755,0.018714726,0.0028978593,0.011193948,0.0032572486,0.00025775854,0.13393603,0.81686884,0.006851927
3.3792684e-12,1.5147428e-11,0.99998343,8.3469615e-07,4.1449746e-11,1.0826345e-12,2.5846864e-12,4.3133315e-15,1.418236e-05,1.5642854e-06
3.1575114e-11,9.27221e-12,9.975637e-12,2.9645276e-11,2.511801e-14,6.0001695e-12,5.5130733e-16,8.981373e-14,1.0,4.8995856e-09
8.712877e-05,0.79890066,8.157412e-05,0.13434066,0.0019981042,0.049188364,0.0033970457,0.0010849977,0.00025953195,0.010661912
8.4132167e-11,8.320163e-08,2.7948154e-08,5.6141466e-11,1.2174411e-05,7.1038025e-10,4.2995452e-10,1.3993934e-09,6.9214906e-10,0.9999877
2.0873145e-10,1.2043294e-10,6.8393967e-13,4.9191523e-10,6.870992e-08,2.3587307e-07,1.8139561e-11,0.99999964,4.3928253e-11,1.3436642e-11
2.3147774e-15,3.280159e-17,1.8769982e-21,9.37784e-16,4.450439e-17,1.0,9.709206e-16,1.7557069e-12,1.6006973e-16,4.8660336e-15
0.9890554,6.875635e-05,1.4279872e-05,0.00013676874,0.00026861526,0.0015637365,2.2661594e-05,0.008701546,0.000112211324,5.6133893e-05
1.0,4.778924e-10,1.15231e-09,1.1724621e-10,2.1880489e-08,6.7963053e-09,1.6215668e-11,1.2303455e-10,7.96695e-12,1.3679714e-09
7.193981e-13,1.2461966e-12,1.7773334e-17,1.3268243e-13,9.6633396e-11,2.5307832e-13,1.7810673e-16,1.0,5.167255e-15,4.2725278e-15
4.524747e-11,5.4457723e-11,3.4749984e-15,7.72525e-12,2.2409347e-10,8.7885074e-11,4.242306e-14,1.0,5.0894814e-12,2.5247661e-13
1.3487995e-12,3.5443145e-11,8.0081955e-11,1.1702448e-08,1.636112e-08,1.8538447e-08,1.0,8.5200496e-14,6.1947425e-13,3.2310978e-13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.590962e-10,2.3360505e-10,4.0043493e-14,2.5092334e-11,1.6796635e-10,1.8007343e-10,6.331301e-13,1.0,6.185905e-11,8.4444726e-12
1.0042617e-24,2.7966087e-16,7.626218e-25,2.64055e-19,1.0,7.4610125e-19,5.6025113e-19,4.177146e-19,1.3496862e-25,4.0805225e-19
1.9874725e-21,3.095825e-15,2.344566e-15,1.1831184e-19,6.0033993e-19,1.1002963e-18,9.442992e-24,7.619745e-22,2.9216309e-18,1.0
0.9999999,1.0707063e-09,1.035783e-12,1.5446878e-08,1.1847598e-08,1.0186736e-07,2.5884787e-12,1.3107363e-09,8.0897333e-10,6.9233472e-09
1.3599342e-07,5.0719642e-05,1.7961544e-05,7.680746e-07,0.7452021,9.235429e-08,7.5884714e-08,6.9906906e-07,2.6635753e-08,0.25472742
1.2744948e-15,6.345854e-14,1.493365e-14,8.228543e-11,7.537775e-13,7.75122e-10,1.0,3.3083692e-18,3.7865456e-17,6.398931e-18
1.0,1.8777669e-11,8.7112206e-11,5.0775866e-11,9.5520475e-12,1.4222807e-09,1.7141651e-13,1.3122069e-13,8.5222975e-13,2.8611358e-10
7.016646e-05,5.935955e-05,0.04208093,7.344755e-05,2.2702377e-05,1.762503e-06,2.2318704e-06,5.424407e-07,1.619059e-05,0.95767266
2.0376502e-14,1.775464e-07,3.754612e-13,7.875464e-06,0.05585052,0.00036580575,0.94377464,8.894048e-07,2.0219555e-10,5.2301105e-13
7.932649e-08,7.918949e-09,2.9126612e-10,3.2430833e-08,2.919688e-07,7.55224e-08,8.179077e-11,0.9999995,9.351541e-09,3.4256704e-09
6.9792223e-12,3.3283435e-11,1.403665e-11,1.0,8.3450136e-11,7.0781e-13,2.3493318e-09,6.7507984e-14,7.744271e-11,1.874575e-11
5.6378806e-08,5.8567395e-10,0.34491745,1.2748953e-05,6.651094e-09,3.3100729e-09,5.5019084e-10,1.6889044e-10,0.6550678,1.973656e-06
6.483591e-14,9.04225e-15,8.464565e-12,1.403485e-12,1.0,4.052449e-17,3.865536e-15,1.1223206e-11,4.939281e-18,1.8145503e-13
5.692102e-06,1.043687e-05,1.6510525e-07,6.7444194e-06,3.3882648e-06,0.99968183,0.0002818765,7.647905e-06,1.0352001e-06,1.055231e-06
4.1407562e-05,7.952082e-07,0.9274143,0.071784206,9.378859e-06,7.541283e-07,3.8767295e-05,6.360192e-07,0.0006235436,8.623783e-05
0.000104739534,1.1681791e-07,8.909287e-10,1.2325794e-06,1.7291131e-05,6.346476e-05,5.903133e-09,0.999813,8.664174e-08,2.0821946e-07
1.1231509e-10,1.0780502e-08,0.4256408,1.7131773e-08,9.437747e-08,9.746305e-12,2.7250069e-11,4.1397942e-14,1.05122235e-05,0.57434857
1.5868662e-12,5.0593713e-12,2.3632408e-17,6.670737e-14,6.765517e-11,1.3551836e-13,6.435854e-16,1.0,1.7657195e-14,1.4969247e-13
4.134686e-10,4.5408146e-13,1.2701685e-14,1.0769689e-14,1.2041988e-10,1.3161965e-11,1.0450408e-15,3.3131803e-11,5.6668986e-15,1.0
2.460721e-17,4.541182e-15,2.7965923e-20,1.3065863e-15,3.66295e-12,5.472427e-15,2.081513e-19,1.0,3.8549904e-16,3.3003398e-18
5.1085e-08,3.741508e-09,0.9999418,5.1347713e-05,6.616567e-08,1.5069817e-09,1.7252875e-08,3.820952e-10,2.7752885e-06,3.945161e-06
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3912538e-07,0.96436876,2.0736232e-08,2.1940954e-05,0.016120752,0.017494949,1.4781402e-05,3.7997514e-05,9.862132e-07,0.0019396509
5.41291e-12,7.0292345e-13,0.99999976,2.4386003e-07,1.3243609e-10,1.2499783e-13,4.4468942e-12,4.652633e-15,2.3184834e-08,2.9385397e-08
1.0,2.2560048e-10,2.2438901e-10,1.3672952e-10,2.4947441e-08,6.1628735e-10,2.1169599e-11,4.99823e-10,1.6493717e-12,8.9726546e-11
2.6486333e-09,1.3090003e-08,5.187884e-11,1.8613628e-08,1.14002816e-07,1.6469362e-07,4.9299076e-10,0.99999976,6.4248127e-09,2.5126634e-10
1.1932733e-05,1.2683698e-07,2.1429902e-10,8.919161e-08,1.2931436e-08,0.999985,1.567281e-07,2.6649036e-07,4.6500613e-08,2.302892e-06
3.740769e-13,7.1928287e-13,7.0516744e-17,2.739087e-13,3.18654e-11,8.4086595e-13,1.6587761e-16,1.0,1.4478918e-13,9.734096e-15
6.802169e-05,1.2715483e-06,1.721239e-09,8.325894e-06,9.0570813e-07,0.99990666,5.083984e-07,1.2241482e-05,3.9371798e-07,1.4775533e-06
1.7031095e-37,5.8455548e-24,8.24475e-31,5.011835e-28,1.0,4.0236124e-25,5.665746e-25,2.9972354e-23,4.68052e-34,8.3844205e-26
1.0802278e-06,6.214405e-07,2.716474e-10,8.299199e-08,2.4796796e-06,5.6171237e-05,1.4443756e-08,0.9999387,7.6144397e-07,1.7647952e-08
9.6263636e-11,3.6699052e-10,2.8190942e-14,1.5552542e-11,3.1034775e-10,1.3463084e-09,9.409243e-13,1.0,8.7099744e-11,4.6271323e-10
1.7818649e-09,7.9371526e-10,1.058241e-11,2.3979214e-09,2.0892814e-07,3.298902e-08,6.2854843e-12,0.99999976,6.0143135e-10,1.6790673e-10
5.766968e-10,2.4919075e-10,6.952759e-11,3.7651162e-08,8.6612315e-12,2.5189946e-09,5.4203885e-13,1.239513e-10,1.0,3.757051e-09
5.4730517e-12,3.664923e-11,2.6666785e-10,2.2554314e-11,1.0,2.4798297e-11,7.598544e-10,2.9067172e-11,3.7864669e-13,1.3756424e-10
3.2963143e-10,1.2241479e-09,7.566706e-15,5.295513e-09,1.6887986e-11,1.0,2.2994313e-09,2.417362e-08,5.2190096e-11,3.983426e-09
6.4280776e-08,3.99997e-09,1.1195725e-12,4.127856e-09,2.0777144e-10,0.9999999,3.6722383e-09,3.6914307e-09,4.6336788e-09,1.753856e-08
3.0351852e-13,2.797167e-10,2.3253979e-15,4.1174567e-11,1.5797897e-09,3.0619295e-11,8.210418e-15,1.0,2.3582476e-13,5.9217564e-15
7.125599e-26,3.413285e-25,1.96317e-30,3.0916166e-27,1.0,2.4072128e-26,2.5055332e-25,6.0071897e-23,1.4645056e-33,8.4140075e-23
0.9999913,9.581465e-09,1.2182319e-10,8.3157026e-08,5.935313e-06,1.6184855e-06,2.7626834e-10,5.5336415e-07,6.7304656e-10,4.797475e-07
0.0012628456,0.0017828417,0.0041182656,0.38211286,0.0006200887,0.0023403266,0.0005638955,0.0015447908,0.6035051,0.0021489852
4.103645e-17,4.184229e-18,3.5219306e-17,6.0165707e-15,6.113914e-20,2.865866e-17,1.8782076e-22,6.145461e-19,1.0,4.119394e-16
5.0387815e-12,6.3002346e-09,2.4248215e-14,2.1891373e-09,5.7661675e-09,1.2179622e-09,5.677442e-13,1.0,2.312011e-11,3.193794e-14
8.572791e-12,6.920192e-09,2.1081175e-09,0.9999999,8.906103e-08,3.9055783e-11,8.434167e-09,7.0040564e-11,7.6986675e-09,4.7459137e-10
1.2614756e-10,3.1068495e-10,1.1972132e-09,4.6629598e-08,8.584719e-10,3.0020553e-06,0.9999969,5.801561e-13,1.7459536e-12,1.9801574e-12
0.99997187,4.15288e-07,2.1817866e-06,9.797318e-06,2.8331192e-06,9.565773e-06,8.995244e-07,9.062921e-08,1.6005833e-07,2.0644195e-06
0.99976045,6.546426e-06,1.1495555e-06,5.7192465e-06,2.0165797e-05,0.00018996668,2.4572498e-06,1.5775313e-07,4.962521e-08,1.3432355e-05
2.8041553e-08,4.7330686e-09,1.9338131e-08,1.7419667e-08,0.9999995,2.5178224e-08,2.8243235e-07,1.17265124e-07,2.494246e-10,4.4052243e-08
4.700075e-09,4.510628e-10,0.99999464,8.12145e-07,3.3413237e-09,4.1451478e-11,1.0330703e-09,8.304665e-12,6.3776554e-08,4.4332505e-06
1.5374657e-07,5.449334e-07,4.5955653e-09,9.776721e-07,1.1621776e-06,1.3214626e-06,9.232142e-09,0.9999956,2.0622988e-07,2.6902512e-08
1.11300115e-10,3.4677556e-11,3.6776302e-12,1.41375965e-11,1.0,7.4721407e-10,1.382416e-09,8.565266e-10,2.5488913e-13,2.2207025e-10
3.2308487e-12,7.705343e-12,1.4765769e-05,0.9999852,1.0952704e-09,4.5555904e-13,4.2457166e-10,8.7613554e-13,1.8703e-08,5.0121293e-11
0.10981491,0.0013160618,0.043558173,0.70746106,0.017819079,0.031184161,0.055188704,0.02822692,0.004022094,0.0014087863
9.6338916e-08,2.8536252e-07,1.4314867e-07,0.99998105,1.5776575e-06,1.1061945e-07,1.4611089e-05,5.0787743e-09,1.6264003e-06,5.702128e-07
1.6495175e-08,2.1956252e-08,9.860904e-07,0.9999871,1.6830575e-06,9.206568e-09,1.0080476e-05,1.1354717e-09,1.4072903e-07,7.4376523e-09
3.2536597e-12,0.9999999,1.7626697e-15,7.780927e-08,3.8367365e-10,3.5671661e-09,5.4284666e-10,4.274653e-12,6.424877e-12,5.073765e-10
4.807998e-25,6.219779e-18,1.1225166e-24,1.0,6.3031237e-15,3.9870387e-23,9.757514e-12,5.604284e-27,7.7488375e-22,1.808121e-24
1.8218632e-10,6.499354e-10,3.4432275e-09,4.019403e-09,2.9382258e-12,5.2700847e-11,1.12414255e-13,2.762757e-12,0.9999999,8.1236664e-08
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.1071682e-06,5.8118854e-07,2.6677444e-06,1.1623027e-07,5.0391395e-07,6.924613e-06,4.5558837e-09,3.2113043e-08,3.2802444e-07,0.9999827
1.0,1.34212025e-11,7.933816e-12,5.5477047e-12,2.979345e-11,1.5262483e-09,1.3467698e-14,2.8203394e-12,2.7212817e-14,3.007965e-10
4.704288e-10,0.99997175,6.340627e-11,1.941727e-05,4.483917e-06,2.9874897e-07,3.1536352e-08,6.443056e-08,3.6463027e-06,2.853906e-07
6.096813e-05,4.1014474e-07,6.044473e-10,4.2609415e-08,1.1752115e-08,0.999894,4.4483444e-05,3.926123e-10,2.4854965e-10,1.5447401e-07
3.2660976e-06,2.1601794e-08,2.0326611e-10,1.21555646e-08,2.1483189e-10,0.99999654,1.7566349e-07,2.0834272e-09,2.5679874e-09,4.2145285e-08
1.538105e-12,3.1346995e-13,8.4164916e-20,7.153636e-15,1.2144023e-15,1.0,2.6719284e-13,3.6347306e-15,2.127637e-16,4.116335e-14
1.8433109e-12,1.2541663e-13,0.99999917,8.914088e-07,3.4302495e-11,1.1094943e-14,4.388935e-12,1.2469283e-15,4.902636e-10,2.1360926e-09
3.603272e-13,9.1204865e-12,3.2242615e-11,3.4858774e-12,1.0,7.00387e-11,2.4799682e-10,1.2999396e-11,1.6609378e-13,3.3880194e-11
0.00058323465,0.036903627,3.1779334e-06,0.0009736619,0.103084534,1.1694383e-05,2.8223822e-05,0.8583569,3.942034e-06,5.105018e-05
1.0,1.35080575e-11,8.1713385e-13,2.21573e-11,2.2396815e-11,5.280744e-10,2.2651928e-14,2.753266e-13,1.4185499e-13,1.5030288e-11
1.8108834e-10,5.3891475e-10,0.999944,1.8808529e-06,1.7758358e-08,9.639801e-12,1.3560407e-10,9.377399e-13,8.833344e-06,4.5262856e-05
5.814928e-06,1.3866488e-06,0.007322037,0.9925171,1.4532324e-05,2.3919864e-07,0.00010559506,1.2809303e-07,2.1462434e-05,1.1643845e-05
0.019576507,0.010840455,0.19769886,0.029646574,0.0064124153,0.48308408,0.0034718604,0.00024367734,0.12498885,0.124036826
4.360977e-11,1.0751324e-09,4.1780062e-11,7.221994e-10,0.99999964,4.265783e-08,7.6231544e-08,2.4937623e-07,1.0130717e-11,3.0767006e-10
0.9998981,2.6718621e-06,5.463562e-10,9.992764e-07,1.52734e-06,7.165845e-06,1.316011e-09,1.957344e-05,4.8367973e-08,6.9920854e-05
2.3007463e-07,1.1083349e-06,7.523897e-07,5.2663057e-05,4.2329557e-05,1.1424916e-06,1.0095706e-07,0.99990034,1.241693e-06,4.3105132e-08
